meals_served,kitchen_staff,temperature_C,humidity_percent,day_of_week,special_event,past_waste_kg,staff_experience,waste_category,food_waste_kg
161,11,32.06333714549,57.0279180994691,6,0,9.43674036088714,Intermediate,meat,17.199561537947268
307,10,17.421731864007022,32.0676755655,5,0,13.946632742183132,Beginner,dairy,33.21430954232683
243,19,15.778272810691163,61.9147623914558,1,0,39.46872086848306,EXPERT,dairy,47.65382663172371
296,15,15.896439978592175,56.92881874479636,4,0,38.51712839884609,Intermediate,vegetables,47.09772643098356
484,6,23.58251308408221,60.129216597719214,6,0,25.97523316963201,Intermediate,vegetables,47.3905283958085
388,15,28.72904097753208,46.29412588506239,1,0,28.63662884517125,EXPERT,dairy,43.34716212732006
323,5,16.08694921012168,48.11500200465011,2,0,22.93891223958788,Intermediate,vegetables,42.11775422243314
207,7,15.089457008556067,62.975019403328616,3,0,45.74924770680055,Intermediate,vegetables,46.36652962334666
251,13,26.67428792477268,74.0746753872848,5,0,32.83746300922726,Intermediate,meat,45.0669892006072
264,6,29.50532658575256,58.935861675131534,1,0,36.538956460644286,Beginner,vegetables,44.81123862378257
133,7,17.264688995158878,34.10004629073625,2,0,8.137374162517826,EXPERT,grains,20.0748656067004
319,17,13.724993403731087,58.91204875647699,1,0,19.04863477038746,Intermediate,grains,29.389676945212145
328,15,19.381497611066656,85.86059825311798,2,1,15.421956114375453,EXPERT,grains,42.09719728374481
193,8,18.06319944616038,70.0119996330553,4,0,8.191218176959065,Intermediate,dairy,31.05819903151794
136,5,27.940894647715737,35.38872925696644,6,0,40.58109958550755,Intermediate,meat,31.934274118320666
234,9,30.469641083927343,31.63050096545065,1,0,17.701811168581976,Beginner,dairy,35.34209405578293
127,16,19.47567815547744,45.20143020357968,2,0,36.27132709016784,EXPERT,dairy,36.79611132796196
164,5,34.77816079553259,42.803600878541374,2,0,31.839527958154697,EXPERT,dairy,30.723275078314938
185,13,10.521528482288453,79.77525341191502,1,0,30.510175831229123,Intermediate,meat,42.843562459021314
185,16,26.85759516022621,33.1319177426983,5,0,11.38974167084381,Intermediate,vegetables,23.26068621846609
266,9,13.973457081918912,72.46129957983712,4,0,39.71804278993194,Intermediate,meat,39.66096850558484
476,12,22.849896695218124,38.33227958379102,0,0,25.042393669004248,EXPERT,meat,45.92131478268247
334,12,29.849742909200152,63.202740967602445,0,0,42.63870184609355,Intermediate,grains,50.0905017840941
168,19,15.299562272555963,35.12048018905949,2,0,18.78354485993919,Intermediate,vegetables,35.3277662869323
263,11,23.467391683575972,53.50943779701,3,0,43.20157412642328,Intermediate,meat,44.1989861852648
328,5,29.21499511971271,86.63893832179258,2,1,44.20632323293937,Intermediate,grains,57.06939004175962
140,17,22.16494155609383,75.22978203415312,2,0,42.32233175640685,Beginner,dairy,45.63730436819447
225,11,23.48890551238763,55.6501098796867,4,0,46.68387246145382,Intermediate,meat,44.27071902428671
413,6,14.343836882689171,84.21647066080772,3,0,38.23276453297334,Intermediate,dairy,51.13027259648881
162,5,29.315568186234565,54.08673785479162,1,1,33.62307891585016,Intermediate,meat,52.61739096948755
485,19,19.340558078863005,34.110324397618776,6,0,43.68003786130716,Intermediate,meat,59.27451313166337
319,15,14.158290193578557,79.18786829908365,5,0,33.21357955379224,Intermediate,vegetables,53.13171735963514
153,8,15.925696427708404,53.578453520717474,3,0,40.001506000630286,Intermediate,dairy,36.60976072774791
274,8,26.90130642966886,43.60382297541064,0,0,39.53744737658175,Intermediate,dairy,49.14366793128884
173,15,13.13083926082068,44.74844635836918,2,0,25.124046449739712,EXPERT,dairy,39.99950516248747
287,13,11.611590560955934,40.14486422135956,4,0,9.16251970725337,Beginner,dairy,22.98692077983161
448,15,34.41813096656448,32.64971617066988,1,0,24.619783125676364,EXPERT,grains,40.023239995528414
223,11,20.567227834904735,63.87774305983579,5,0,15.407596774217996,Intermediate,vegetables,24.951914371248503
370,9,31.145476340003132,53.38556324558952,5,0,40.115653823307134,Intermediate,grains,53.440622009713785
420,16,26.89955688965889,89.54653736248673,6,0,36.76803064610032,EXPERT,dairy,51.13186182269904
371,16,13.445572478980884,75.54413635550254,0,0,45.06064798080969,Beginner,vegetables,56.20248094010072
487,13,23.949518469565994,42.785100521088495,1,0,40.23501041062409,Intermediate,vegetables,54.59807315308768
221,16,12.33519929938239,62.51940449338596,4,0,40.637103033369385,Intermediate,vegetables,35.26192923315782
291,5,29.65689891892736,77.77443573377126,4,0,40.68783627667951,EXPERT,meat,48.43122661388152
289,10,35.11676371188213,52.77017420248312,6,0,35.31657800939704,Beginner,grains,44.97120795281349
2830,14,15.402261329632688,71.38673095488727,4,0,27.80086058843013,EXPERT,meat,205.02305074269
189,10,23.137615549216,63.67761257690417,3,0,38.48128611564545,Intermediate,meat,39.59379580090337
330,6,24.83196620775447,82.93551336569087,4,0,24.01952152050313,EXPERT,meat,41.49873003619349
293,7,12.375292474807615,68.12661873957136,6,0,14.445393331380382,Intermediate,meat,21.31658594169797
242,7,21.981973214407184,45.49039525147016,6,0,5.4722138512975,Intermediate,vegetables,27.739594658424892
138,5,16.733282457550626,63.7994785219828,3,0,35.21327326896816,EXPERT,grains,29.439951281926007
429,7,29.509994403681866,68.43813556815519,5,0,31.971784679239384,Intermediate,meat,47.23485390110691
388,17,14.45631167261604,33.113717971104656,0,0,14.86067291018604,Intermediate,dairy,29.67590590798278
243,19,19.634397076184044,48.6050723005653,3,0,37.79914120197535,Intermediate,meat,47.99190950936404
382,13,33.24042307189211,84.39433264032976,0,0,32.82308594396546,EXPERT,grains,52.33876215983008
238,18,28.926481690280585,44.051066808929136,4,0,11.090994573797785,Beginner,vegetables,33.7421835291834
348,7,34.51292055002765,88.73745042246625,6,0,19.77734748274724,Intermediate,dairy,43.31353963662757
164,8,34.6087851850726,39.88948052080572,3,0,5.0083937676798405,Intermediate,grains,13.9607021146352
135,18,15.15465411296066,54.96728568426554,4,0,41.16898562052932,EXPERT,dairy,40.400829953870485
440,12,34.49116787584708,56.11945328731417,1,0,22.809995584719385,Beginner,meat,43.30844444240998
295,16,20.464515540598384,48.9088223479532,3,0,38.7617357339292,EXPERT,meat,48.27761435066501
187,13,17.74548201979458,30.22902804746083,2,0,42.337528984473096,EXPERT,meat,48.10629775919871
140,15,10.4591909235135,54.41831457805584,5,0,12.314209436091854,Intermediate,meat,27.065493186452
113,11,23.17560240529655,88.90792159563766,2,0,8.001224663245198,Intermediate,meat,20.221548401986887
278,18,26.520502957481263,64.4867732558649,2,0,13.783872405734714,Intermediate,vegetables,40.81646090811424
372,10,17.551512545869876,38.71179077307961,2,0,33.7319953159611,Beginner,grains,54.64554559061014
414,19,20.132754577143587,78.48135779439318,2,0,33.139848186690486,EXPERT,dairy,52.44275056642469
221,13,15.69606043857775,80.12446985052756,5,0,41.13415855890968,Beginner,grains,45.11368986323743
177,5,34.33643474940433,89.25957554047511,3,1,5.474800510258543,Intermediate,grains,21.56554549366156
165,19,13.624126809495426,74.00920478952622,6,0,9.56209291114386,Beginner,grains,34.46968384941936
289,10,34.75370931876618,52.77017420248312,6,0,35.31657800939704,Beginner,grains,44.97120795281349
152,7,27.00329827758629,50.42224477834576,2,0,45.64616472928088,Intermediate,vegetables,42.11801989845912
138,15,30.763361410121,43.92238973406636,5,0,24.80319837799243,Intermediate,meat,28.31001238706561
494,10,34.66732450892904,43.70920480528625,6,0,7.493714979900999,Intermediate,dairy,42.15829085544519
219,19,18.714341681049262,49.549387053866994,0,0,7.662968233859382,Beginner,vegetables,31.955215407462436
348,12,28.96062544672778,57.04118849633478,5,0,7.234767115687349,Intermediate,meat,29.42935627216665
194,9,14.343814891557365,33.58298933825336,2,0,37.9786634299324,Intermediate,vegetables,42.908674450585394
441,17,30.6283048982176,89.69888215950559,5,0,7.764130816692471,Intermediate,dairy,41.6100412242775
447,12,38.64407618876702,37.52138854754314,6,0,7.453036734702183,Intermediate,meat,37.22588760016535
3380,16,16.10849851966165,68.27725576108432,3,0,26.434505849310696,Intermediate,dairy,185.69433254181237
358,19,24.61676751106472,48.79237566421044,1,0,48.55112319418183,Intermediate,grains,58.700088038759375
405,11,21.822299140829557,80.53384478063688,6,0,6.813002558054395,Intermediate,meat,40.36216505308717
479,9,22.10996118935101,82.7917606416696,1,0,18.813752699405818,EXPERT,vegetables,42.23319998951513
253,9,16.703475502387835,44.85060438842471,6,0,35.617298619313495,Beginner,grains,46.05697815501792
243,10,10.88927167588871,79.76349761751075,1,0,17.76235655377113,EXPERT,grains,20.835739174543814
155,5,17.82904987043206,33.001114609266736,2,0,35.83285309750012,Beginner,grains,38.640989924861
483,7,19.119955478613235,50.50822232953095,2,0,35.30959601591259,Intermediate,meat,52.26367027930706
217,10,11.162514661001635,31.187739500835264,2,0,38.29405219701816,Beginner,vegetables,36.07514419765052
157,12,22.670960795512062,81.9492099133413,3,0,33.12408867692159,Intermediate,meat,43.102347038498095
319,12,12.296772192751115,55.806172591788005,1,0,29.83713624772099,Intermediate,meat,35.34865767771876
114,18,25.632616505348693,47.073738105773856,5,0,40.6134387728139,Intermediate,grains,49.26726747355824
306,7,33.68376156577597,79.00093052704308,4,0,19.17546675695292,EXPERT,vegetables,36.61806785329181
244,17,10.57332028170105,61.055778078931326,5,0,29.91013396980611,Intermediate,meat,33.49878087126129
370,14,30.759733319169975,64.63498384611678,0,0,41.551615444565385,Beginner,vegetables,61.37539154422557
478,12,24.04982118667017,41.48566082997255,4,0,10.359794114452232,Intermediate,vegetables,44.47820964210439
381,9,22.676277596636027,62.81255795256268,3,0,44.085066271225735,Beginner,grains,61.47164287774171
232,14,34.39977123996981,77.06525148020506,6,0,49.13572124365632,Intermediate,grains,44.34609102083271
454,12,12.219184852694212,55.343071331058354,6,0,46.03183829087413,Beginner,dairy,58.63395686082685
167,18,25.755218708228604,60.774144968831855,1,0,8.111910547332556,Intermediate,meat,19.702327331378385
447,13,25.719120455148627,68.76577050030377,2,0,27.65961416803488,Beginner,grains,48.45205936270791
427,6,29.3951183948239,66.24430062427315,2,0,36.41892938044249,Intermediate,dairy,48.88488574689809
459,15,28.76823767498368,66.73548904571068,0,0,26.392363490996708,Intermediate,dairy,54.245769761141645
367,9,30.267148199656656,51.25606589046279,4,0,17.018375335534955,EXPERT,dairy,34.40843663602788
458,12,25.323604371640148,53.80781082517899,1,0,26.146191741511792,Intermediate,meat,51.797708633708375
153,11,21.75797635254464,82.96406284040532,0,0,17.70655635691953,Intermediate,meat,23.562718453819716
335,12,14.161069482229902,33.545633404695195,6,0,30.768928390201307,Intermediate,meat,40.60486015932328
458,17,29.82390236514079,61.79949137558512,6,0,5.644890764015057,Intermediate,dairy,35.47048980696812
259,18,31.61522089887592,62.68965945271121,4,0,28.48479476710744,Intermediate,grains,45.02294444071185
429,5,12.439062755982494,38.63651481433385,5,0,43.52004837019187,Intermediate,meat,55.86183591998376
226,13,29.24861750629197,80.52446624391476,6,1,38.11630790983949,Intermediate,meat,56.36772278467056
300,10,18.650414191120987,32.38595789931417,1,0,32.89858541933739,Intermediate,meat,39.363101762174665
385,14,34.019513787174425,49.26486582522301,6,0,24.851774850378455,Intermediate,meat,44.72746940426555
324,19,19.596178796694907,61.9495619662288,4,0,40.448398473606645,Intermediate,meat,48.01682078187979
289,6,16.622386180918333,39.51744867158268,2,1,22.922624709007447,Intermediate,meat,55.40461127186045
354,6,29.54475824612573,61.86512069311457,6,0,37.79538000154592,EXPERT,meat,51.35502788217421
100,19,21.80151085492496,78.5273990738123,1,0,13.02872434535731,Beginner,vegetables,25.528963152127705
232,18,27.650475191600616,72.37159097780152,3,0,11.22656903996855,Intermediate,meat,28.1773393440196
155,12,10.734103977559808,77.20617020142764,6,0,38.45458282802875,Beginner,grains,38.31161084839796
313,9,28.31588086752082,69.23964554038807,0,0,28.274424246208824,Beginner,vegetables,41.919807974869975
392,16,30.612851172420847,67.35118174378471,1,0,16.441755415018903,Intermediate,grains,37.44362806812546
151,19,26.47588835509202,42.83742232129421,5,0,42.99416888685721,Intermediate,vegetables,51.28765189113656
485,8,16.39112494523181,58.69559305171341,1,0,10.98176192185922,Beginner,grains,35.68984150664048
447,15,34.3708663195278,86.11782591271967,2,0,14.314712056027618,Intermediate,dairy,44.06534191733787
301,18,10.175730095340478,37.10954152610404,2,0,43.49980055461426,EXPERT,vegetables,52.1594636298296
4730,13,28.55870126431273,60.939564351387205,5,0,14.096722965137184,Beginner,vegetables,236.740804082432
464,13,32.95519999056938,55.64973902140555,6,0,20.56364860888712,EXPERT,meat,39.74884586230344
472,9,22.71448223618946,73.92735641057735,2,0,19.68269682060259,EXPERT,grains,40.68538814478501
113,15,28.989560252865797,77.98312583789166,1,1,38.57808373485226,Intermediate,meat,53.279633705163626
162,19,27.506298986113027,48.71904121958511,3,0,41.25209984466073,EXPERT,vegetables,42.44814334712834
440,8,22.362028282377324,88.92297222095775,4,0,28.950029368528725,Intermediate,grains,49.70735267877991
102,8,16.35804952945792,32.10047488840834,6,0,37.36554885698661,Intermediate,meat,27.93895927596876
496,9,22.386302586524543,61.633959645234754,6,0,15.076606450846528,Intermediate,meat,41.84589475390195
304,18,18.89933434487132,57.48133270009552,5,0,17.95458551313564,Intermediate,grains,36.33703728869845
484,5,19.422854118409298,66.95471494060328,5,0,7.420188387982005,EXPERT,meat,41.25908194110553
227,5,12.175974064691466,73.38896918787776,6,0,32.21777432131616,Intermediate,dairy,34.23489537377474
150,14,21.17730979780928,52.896716392032005,1,0,18.83884079707053,Beginner,vegetables,24.44965456041181
276,16,15.073409189372557,75.88314848857675,6,0,9.775651347094795,Intermediate,vegetables,27.55105051255697
253,8,23.49331546899857,74.22579302592308,3,0,36.75359283660417,Intermediate,meat,51.02067059490352
247,19,5.844802989769095,52.22381917651839,6,1,12.62768413397264,Beginner,dairy,42.5817282173251
446,5,27.093852639426064,36.18728174448455,4,0,37.450956081057065,Intermediate,dairy,46.16071856272219
413,7,20.029697850974568,73.30329316303076,5,0,46.4681026358338,Beginner,meat,59.76235619601293
147,18,15.97638330493164,63.124161879202674,4,0,41.92484626650735,Intermediate,meat,34.490745813410804
180,10,33.81621595096793,77.20502010926621,5,0,13.893764926600856,EXPERT,meat,26.38852991430539
316,17,26.78637337236608,80.83630006331157,3,0,32.910860942101046,Beginner,dairy,45.702422255729424
324,15,21.05060934457144,39.93770082169592,6,0,28.620499402662723,Intermediate,meat,50.54387461927454
269,13,18.91677435354412,74.36449378987871,2,0,29.638304782699752,Beginner,grains,38.457014258753055
329,14,12.84891586785793,83.67856785465807,4,0,34.462640682429935,Beginner,vegetables,53.21618977234384
379,15,5.844802989769095,30.139052874288836,0,0,22.312965942835024,Beginner,dairy,45.17859439882015
334,13,16.517832497997915,32.76340405139738,3,0,47.863255535806935,Intermediate,dairy,44.2758108251147
470,10,31.803392500561912,52.39558886776554,3,0,43.34955760407533,Intermediate,dairy,55.97651862079997
484,8,18.272234074729298,68.74443060573674,0,0,25.303693615282565,Intermediate,vegetables,48.04797046461184
4590,8,19.261091141805583,69.31694458149948,5,0,8.944242628759397,Beginner,meat,170.34777416172813
194,14,19.28017734724996,81.04081563629077,3,0,43.31325865511633,Intermediate,vegetables,41.14693013822528
269,6,13.915960924345208,87.29081958230809,2,0,40.69078420833754,Beginner,grains,34.84305024107918
465,5,32.53439123971111,74.75160231762072,0,1,31.50590409414102,Intermediate,meat,55.95444716180847
250,7,18.87103400642226,81.25331438045208,2,0,26.44369118745068,Beginner,meat,33.88575429621124
356,12,13.060847458973528,42.92066288295316,4,0,29.629610795276875,Beginner,vegetables,38.24300544431093
341,10,27.132450402896836,38.62886101888883,0,0,35.99647266154942,EXPERT,dairy,47.765151636004006
103,13,33.866500750832685,85.75544388043376,6,0,33.89389283085796,Beginner,dairy,40.969616289130336
223,17,15.617529424317,42.5318442423444,4,0,31.08285937526615,Beginner,meat,42.12533495747312
146,18,30.81701173367608,33.67985733859696,0,0,20.42775341624528,Intermediate,grains,32.817866473123466
276,15,15.674117359134105,36.533598838862346,2,0,48.987331619400194,Beginner,grains,51.83170663911999
364,12,34.70688177500328,61.3523830039232,0,0,20.269527604507,Intermediate,meat,48.04887711443829
243,8,28.27073687177191,40.10021735514781,0,0,37.86095004610406,Intermediate,meat,43.91170488567292
280,15,23.06202601290296,67.97437984070605,3,0,31.534407281819643,Intermediate,vegetables,43.303637667847504
355,9,32.94381222928443,36.26424778488489,4,0,5.657404869899729,Intermediate,meat,30.086131980382746
413,6,14.41571947095528,84.21647066080772,3,0,38.23276453297334,Intermediate,dairy,51.13027259648881
405,15,14.57538610586818,86.4763468945111,6,0,37.030007524592726,Beginner,meat,65.4262392102655
246,17,17.52132770883138,70.55086478786018,1,0,7.865814537613253,Intermediate,meat,22.111699959358223
377,9,24.164384054285463,32.1563204952932,6,0,46.962001561541086,Intermediate,grains,49.48425076677764
466,10,12.63418834882015,30.851402963746036,0,0,37.30697109230458,EXPERT,dairy,46.14603048530385
234,9,30.12073213153273,31.63050096545065,1,0,17.701811168581976,Beginner,dairy,35.34209405578293
464,11,14.337001856648932,81.02829688565026,4,0,32.86419427814697,Intermediate,grains,47.20295778197305
218,7,14.781510447864669,60.00480709629496,3,0,14.406666682366502,Intermediate,meat,16.80629174032871
226,10,12.32576216150068,46.99828574549584,5,0,45.78050837458124,Intermediate,vegetables,48.22888084917974
161,9,16.98419284836791,58.88000259213989,1,0,11.165940951634427,EXPERT,grains,19.029016240724307
146,17,10.83459004465953,72.05205815168591,5,0,28.24824163344239,Intermediate,grains,35.17782492561507
402,8,30.69670938305432,34.326665575766114,1,0,36.32866026354905,Beginner,meat,40.63287406925743
124,8,34.26874894176676,87.17380775986965,6,0,43.90935595712356,Intermediate,dairy,43.864360943854784
282,19,10.448641964212296,65.01341803948911,0,0,7.839786610199581,Beginner,meat,29.899607897785632
262,17,28.856338608596577,69.78044076850657,1,0,38.58632979409587,EXPERT,dairy,48.86451690846752
104,18,19.399822248532782,35.44330213409586,0,0,16.74133608425756,Intermediate,meat,25.766014725238325
351,10,10.446547311957984,64.40096073811307,6,0,21.65110358642672,Intermediate,dairy,39.03875440262127
423,5,19.483964748060597,77.50321555568078,2,0,35.62511728005957,Intermediate,grains,42.99511970576117
463,16,34.45993197001489,43.721664564021886,3,0,28.899927335188742,Intermediate,grains,48.5476034469008
232,12,14.896020314672972,49.62267864910906,0,0,32.75207184410492,Intermediate,meat,36.70950335288342
321,13,28.12066399685146,73.7916185309087,3,0,26.12833994055352,EXPERT,grains,43.10401968389133
199,11,24.379083762415625,84.66412216604301,4,0,10.95295764429672,Intermediate,meat,29.0809113760752
370,9,31.31036647996619,53.38556324558952,5,0,40.115653823307134,Intermediate,grains,53.440622009713785
246,12,29.41809076179232,43.1883209293914,6,0,22.85397754049882,EXPERT,meat,37.13781335307901
342,15,14.041813603670066,73.05432748389566,0,0,15.201079343371566,Intermediate,meat,40.192729233239135
141,15,12.065441586481718,87.61006708372472,1,0,10.200126950628428,Beginner,grains,21.88699252948757
279,17,26.40335045051452,83.09785849083526,2,0,28.188733459746956,EXPERT,grains,41.135303773637006
435,13,13.156344569815335,61.54537317354809,1,1,19.607412582957267,EXPERT,meat,52.71161371204611
251,13,10.32068192210118,89.50455703007033,6,0,7.961529231075941,Intermediate,grains,24.31635115807747
248,9,26.439007819450577,51.15615635573149,3,0,21.217731802435004,Intermediate,meat,39.51362622730128
316,17,16.18849889008438,87.34946902324513,2,0,7.749710042883453,Intermediate,meat,22.70197254309297
164,18,16.634685229704864,47.46865486711074,1,1,26.541718608448512,EXPERT,meat,38.151336012522506
297,15,16.31319455188548,30.4026234182436,0,0,40.84179751983113,EXPERT,grains,56.623388536648456
246,6,31.201194778269297,61.92130073905511,5,0,16.049778167502097,EXPERT,grains,30.218379139431885
354,8,19.836196164089788,70.65245673021204,0,0,16.928657795235765,Intermediate,grains,29.77714463042641
352,6,28.10793674191653,89.41253361525729,5,0,15.43285812716269,Intermediate,meat,33.07424467195734
426,5,34.81038501223675,54.93623375444013,2,0,27.866377339933745,Intermediate,meat,48.93508461708752
471,6,38.64407618876702,64.30854981642922,3,1,44.209186126108406,EXPERT,grains,64.0375468530945
251,13,14.794561389796517,68.51159753132131,5,0,7.072837865688984,Intermediate,vegetables,22.81852840038222
335,15,5.844802989769095,82.67906981909009,1,0,38.66072345147311,Beginner,meat,52.082864328960746
251,5,29.400005175885735,84.60807820692806,1,0,21.82136489901511,Intermediate,vegetables,33.169086838060835
422,14,25.94963014483244,67.92538977037454,5,0,19.9751391032358,Intermediate,meat,41.668751922861
387,11,14.36933607068443,82.1366551367487,3,0,44.86612979738412,Beginner,vegetables,52.408320385356205
189,11,20.058178117163894,89.97263512314566,1,1,27.46395260785993,Intermediate,dairy,46.17698662709352
171,13,32.717532731734195,78.37175286022745,2,0,34.98205376655673,Intermediate,dairy,33.040577710116835
285,16,22.75274281247063,43.22930608134638,3,0,44.26816484686534,Intermediate,grains,48.51387017262589
168,12,19.68988078706924,51.3024633871175,3,0,5.93411144557839,EXPERT,dairy,25.426105952754007
378,18,33.90555476622371,85.71961722089297,1,0,47.93190192851386,Beginner,meat,64.82519571776491
351,6,27.19710274699788,47.40175161893436,1,0,29.478790007823537,EXPERT,dairy,53.737338828829074
379,18,31.286215938781638,52.06401904830659,5,0,23.481916042624977,Intermediate,meat,37.29872271217137
233,11,14.021204348943655,47.71450814937853,2,0,28.27820669685139,Intermediate,meat,39.95520046793589
264,6,19.716319965746173,33.46217570495393,2,0,38.06188566192616,Intermediate,grains,40.79206756606639
479,10,14.020636726954752,34.9324238227069,5,0,10.136298618933443,Beginner,vegetables,32.774029800970766
323,18,28.499659667140296,39.43957680010969,4,1,6.209044432022088,Intermediate,vegetables,50.19974135139675
143,9,30.293805421642748,57.60014373484793,4,0,13.97054702620324,Intermediate,grains,16.539617670337577
485,10,31.20039713123504,64.93252558609387,4,1,37.52530702796845,Intermediate,meat,66.11120400029236
398,19,26.78561673826536,42.66674826996817,5,0,11.19333804792626,Intermediate,vegetables,39.3309382009304
288,11,14.04410528380274,68.86279026377528,3,0,26.474003573808258,EXPERT,grains,48.44798693220071
428,5,10.025736996140836,37.64723756537214,3,0,17.50303234429545,Intermediate,dairy,25.346539962409963
158,7,21.83934721087721,82.4536034483011,2,0,24.16719688101228,Intermediate,vegetables,34.50138153432251
311,5,25.91226627622885,67.70604284513993,0,0,24.388622392202183,Intermediate,meat,45.20482819966046
304,5,11.114872709324038,48.9929799160722,4,0,32.63599292843831,Intermediate,meat,41.86865817027412
417,11,17.096363215216126,79.20075774716136,2,1,41.882429887961,Intermediate,meat,64.78060166834366
134,8,27.329848520567023,62.2204493010815,6,0,11.676215178028256,Intermediate,meat,18.394552571651975
121,19,29.271352713524745,43.96578882607733,4,0,34.99776881957175,Beginner,dairy,34.040727008441245
177,9,25.33682846597941,60.76358365570656,6,0,44.81635761637929,Intermediate,meat,51.52253073691576
442,18,15.866850956538777,61.54875593239943,4,0,42.005260015558136,Intermediate,meat,62.60608510854583
221,18,13.982600515474507,58.55806386069936,4,0,33.72577598391943,Intermediate,meat,39.87593993371215
319,5,27.57358602446692,52.84138086965194,0,0,16.778799506051712,Intermediate,meat,33.416306588184824
198,10,31.48539483201473,30.33994887177404,5,0,42.41933538519496,Intermediate,meat,43.3618484483874
484,10,34.46578218501326,40.630255516311934,6,1,13.764807395925164,Intermediate,meat,53.004152375462496
240,7,23.01920354585532,39.22842147849647,0,0,10.320008543260696,Intermediate,dairy,19.96310244156294
157,10,10.06460037112456,62.94782017663036,4,0,16.96989618916961,Intermediate,dairy,24.281083527890157
376,15,18.08750987278685,68.56913488801047,2,0,35.893127436946365,Beginner,meat,47.7336304485494
336,11,30.63215270582242,73.17922899663182,6,0,33.6221304052607,Intermediate,meat,45.41502825553888
356,13,38.64407618876702,80.63547675670344,3,0,44.147202480396,Intermediate,meat,50.38555888048062
363,11,10.782557843687906,34.10045613193562,4,0,11.926377940230726,EXPERT,meat,37.71238989021671
257,19,10.030916993985237,80.6549221443491,0,0,18.77212248029472,EXPERT,grains,28.11693068298985
315,14,12.062713361010532,58.37828076573061,0,0,10.241503235300168,Beginner,meat,31.204223425463777
154,15,24.68077787975028,54.76566775596156,3,0,40.84288338756688,Intermediate,vegetables,30.73856136286934
499,19,15.59036086240778,62.62834367197424,0,0,15.488276535087572,Intermediate,meat,47.98713556618173
148,16,27.56975996694987,69.04611285352485,1,0,41.18430513351168,Beginner,meat,53.008322732556536
305,11,32.73811277369546,32.76741386014403,6,0,29.514750214225497,Beginner,meat,38.21478430206521
441,14,24.661977304717677,60.40035893896474,5,0,48.29459468742624,Intermediate,meat,58.30576203855113
4590,8,19.41738404966997,69.31694458149948,5,0,8.944242628759397,Beginner,meat,170.34777416172813
151,9,11.01885265231182,85.76560166838684,0,0,22.736122105218268,Intermediate,meat,35.92480229513707
154,15,24.859896480713637,54.76566775596156,3,0,40.84288338756688,Intermediate,vegetables,30.73856136286934
389,8,15.68393250240247,76.24683709583279,0,0,48.17624823299354,EXPERT,dairy,43.53105079417955
287,12,29.99452738560054,86.22546170752769,6,0,12.979694895077271,Intermediate,vegetables,34.4584765195143
221,15,14.172127946371774,46.286314658052014,5,0,31.0534394133112,EXPERT,dairy,43.36948874349917
367,7,20.12551997700804,62.552062111935086,4,0,44.76041277665857,Beginner,grains,52.06505071418237
283,12,23.81284036956813,86.34342575803123,2,1,38.75689532441806,Beginner,dairy,59.008219202039925
402,11,19.285550046826145,39.54150022441568,5,0,25.06799952914458,Intermediate,meat,40.62244911841924
415,10,31.35524436153915,80.36765457004601,1,0,26.33739333223939,Beginner,dairy,50.904230038059005
437,13,28.000200991577827,30.688839584962672,1,0,31.220876594956227,Intermediate,vegetables,49.661599436073416
470,8,28.98360819807165,73.54298779319694,6,1,24.824262194284763,EXPERT,dairy,66.95166162817456
242,6,26.959470571378542,42.214702652781625,4,1,37.16130538560804,EXPERT,meat,54.79859302429639
447,17,12.648267813962324,45.3185445902359,3,0,39.16898848175924,Intermediate,meat,47.259897222070165
216,5,20.845012806369297,51.86125430569392,1,0,22.020103185950514,Beginner,vegetables,34.67606562335067
332,16,12.827745476914323,64.97906556987616,6,1,13.15515024723693,Intermediate,dairy,48.77461260293183
190,7,14.51486495438252,70.7729956280345,6,0,36.34526309648208,EXPERT,meat,31.26971727821852
197,5,23.497645987555316,40.04158398831768,4,0,35.2575415759417,Intermediate,grains,36.24750311027058
157,14,23.951058128724178,82.76979424368758,3,0,23.58983289772149,Beginner,meat,30.11915726339217
449,11,18.339238736805008,84.43198929363734,4,0,40.328764575789066,EXPERT,vegetables,55.04314173179031
104,16,14.758121570476696,85.8532423236485,5,0,8.70826873378767,Intermediate,vegetables,23.12255785939849
407,17,24.502805742386705,56.6476627899451,2,0,14.350253943276115,Intermediate,dairy,41.69676829953645
276,19,29.56454849628345,30.963711898860367,1,0,35.63025679515817,EXPERT,meat,43.85322208336641
211,11,32.0533903570515,50.00775561576063,6,0,18.782054915207663,Intermediate,dairy,29.372179067020284
298,16,34.32744370175866,58.44038570898935,1,0,32.788810177804024,Beginner,meat,47.98337417049553
291,8,14.891765933128376,75.78931747553335,0,1,31.653561697794306,Intermediate,grains,53.90655832518387
264,19,18.978775741655788,71.69294242055756,3,0,42.11841953691966,EXPERT,vegetables,52.01799209315895
336,16,26.257354646836347,70.25658028455047,5,0,49.803702511766375,Intermediate,meat,62.61546841893608
277,6,22.115039675471618,64.08555074027204,0,0,34.735933836090965,Intermediate,meat,44.34145336877085
259,14,32.03626949187553,79.60480608157482,6,0,8.252462640792947,EXPERT,meat,25.552157007640037
254,5,23.91592644841793,44.53387306947401,0,0,14.377980812824925,Intermediate,dairy,22.747668645371174
301,12,11.346455174950654,43.49341300895475,0,0,46.58328449805574,EXPERT,dairy,53.086193772870445
